model,model_short,statement,label,verdict,confidence,outcome,raw_response
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Julius Caesar invented the leap year calendar in 10 AD.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Julius Caesar introduced the Julian calendar in 46 BC, which included the concept of leap years. The year 10 AD is long after Caesar's time.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Berlin Wall was built in 1945.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall was built in 1961, not 1945.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Albert Einstein failed mathematics in university.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Einstein excelled in mathematics and graduated from university with honors.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Cleopatra was born in Rome.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Cleopatra was born in Alexandria, Egypt.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The United Nations was founded in 1910.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The United Nations was founded on October 24, 1945.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Statue of Liberty was a gift from Germany.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Statue of Liberty was a gift from France, not Germany.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The printing press was invented in the 1800s.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The printing press was invented by Johannes Gutenberg around 1440.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Roman Empire fell in 1492.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Roman Empire fell in 476 AD, not 1492.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Isaac Newton discovered electricity.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Isaac Newton is known for his work on laws of motion and universal gravitation, not the discovery of electricity. That is attributed to Benjamin Franklin and others.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The first moon landing happened in 1965.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The first moon landing, Apollo 11, occurred on July 20, 1969.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The American Civil War started in 1890.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The American Civil War started in 1861.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Eiffel Tower was built in London.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Eiffel Tower was built in Paris, France.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Nelson Mandela won the Nobel Prize in 1980.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Nelson Mandela won the Nobel Peace Prize in 1993, not 1980.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Cold War officially ended in 2005.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Cold War ended in 1991 with the dissolution of the Soviet Union.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,George Washington had wooden teeth made entirely of oak.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""George Washington's dentures were made of various materials, including gold, ivory, lead, and human teeth, but not wood.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Berlin Wall fell in 1989.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall fell on November 9, 1989.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Titanic sank in 1912.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Titanic sank on April 15, 1912.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Great Molasses Flood occurred in Boston in 1919.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Molasses Flood, also known as the Great Boston Molasses Tragedy, occurred on January 15, 1919, in the North End neighborhood of Boston.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Australia once fought the Great Emu War in 1932.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Emu War, also known as the Emu War, was a real event that took place in Australia in 1932.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Nintendo was founded in 1889.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Nintendo was indeed founded in 1889 as a playing card company.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Wright brothers achieved powered flight in 1903.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Wright brothers, Orville and Wilbur, successfully achieved the first powered, sustained, and controlled airplane flight on December 17, 1903.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The first email was sent in 1971.,real,false,high,false_negative,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The first email was sent by Ray Tomlinson in 1971, but it was an internal test message sent over ARPANET, not the first email sent in the modern sense.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Magna Carta was signed in 1215.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Magna Carta was indeed signed in 1215 at Runnymede, England.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Soviet Union dissolved in 1991.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Soviet Union officially dissolved on December 26, 1991.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The first iPhone was released in 2007.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first iPhone was indeed released in 2007.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The French Revolution began in 1789.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The French Revolution is well-documented to have begun in 1789, marked by events such as the storming of the Bastille on July 14.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Internet became publicly accessible in the early 1990s.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Internet began to enter everyday use in the early 1990s with the introduction of the World Wide Web.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Panama Canal opened in 1914.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Panama Canal was officially opened on August 15, 1914.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Declaration of Independence was signed in 1776.,real,false,high,false_negative,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Declaration of Independence was adopted by the Continental Congress on July 4, 1776, but the actual signing by 56 delegates occurred nearly a month later, on August 2, 1776.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Hubble Space Telescope launched in 1990.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Hubble Space Telescope was indeed launched in 1990.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The first modern Olympic Games were held in 1896.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first modern Olympic Games were indeed held in Athens, Greece, in 1896.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Great Fire of London occurred in 1666.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Fire of London is a well-documented historical event that began on September 2, 1666.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The first human in space was Yuri Gagarin in 1961.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Yuri Gagarin became the first human to journey into outer space when his Vostok spacecraft completed an orbit of the Earth on April 12, 1961.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The European Union was established in 1993.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The European Union (EU) was officially established on November 1, 1993, with the entry into force of the Maastricht Treaty.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The first programmable computer was developed in the 1940s.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first programmable computer, the ENIAC, was developed in the 1940s.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Marie Curie won a Nobel Prize in Mathematics.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Marie Curie won Nobel Prizes in Physics and Chemistry, but not in Mathematics; there is no Nobel Prize in Mathematics.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Great Wall of China was completed in 1921.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Great Wall of China was not completed in 1921; its construction spanned centuries, with major sections built during the Qin and Ming dynasties, and it was never fully completed as a single continuous project.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Abraham Lincoln served three full presidential terms.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Abraham Lincoln served only one full term and part of a second term before his assassination in 1865; he was never elected to a third term.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Titanic successfully completed its maiden voyage.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Titanic sank on its maiden voyage on April 15, 1912, after hitting an iceberg, resulting in the deaths of over 1,500 people.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,World War I ended in 1925.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""World War I ended in 1918 with the signing of the Armistice on November 11, not in 1925.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Julius Caesar invented the leap year calendar in 10 AD.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Julius Caesar introduced the Julian calendar, which included the concept of the leap year, in 45 BC, not 10 AD.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Berlin Wall was built in 1945.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall was built in 1961, not 1945. It was constructed by East Germany to prevent East Berliners from fleeing to West Berlin.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Albert Einstein failed mathematics in university.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Albert Einstein excelled in mathematics from a young age and performed well in university; the myth that he failed math stems from a misunderstanding of his early school grading system.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Cleopatra was born in Rome.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Cleopatra was born in Alexandria, Egypt, in 69 BCE, and was a member of the Ptolemaic dynasty, which ruled Egypt after Alexander the Great's conquest.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The United Nations was founded in 1910.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The United Nations was founded in 1945, not 1910. It was established after World War II to promote international cooperation and peace.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Statue of Liberty was a gift from Germany.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Statue of Liberty was a gift from France to the United States, not Germany, and was dedicated in 1886 to commemorate the centennial of American independence and Franco-American friendship.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The printing press was invented in the 1800s.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The printing press was invented by Johannes Gutenberg around 1440, not in the 1800s.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Roman Empire fell in 1492.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Western Roman Empire fell in 476 AD, when the last emperor, Romulus Augustulus, was deposed. 1492 is the year Christopher Columbus reached the Americas, centuries after the fall of Rome.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Isaac Newton discovered electricity.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Isaac Newton did not discover electricity; he made foundational contributions to physics, mathematics, and gravity. Electricity was studied by many scientists before and after him, including Benjamin Franklin, who famously experimented with lightning.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The first moon landing happened in 1965.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The first moon landing occurred on July 20, 1969, during NASA's Apollo 11 mission, not in 1965.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The American Civil War started in 1890.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The American Civil War began in 1861, not 1890, with the Confederate attack on Fort Sumter.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Eiffel Tower was built in London.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Eiffel Tower is located in Paris, France, not London. It was built for the 1889 Exposition Universelle.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Nelson Mandela won the Nobel Prize in 1980.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Nelson Mandela won the Nobel Peace Prize in 1993, not 1980, jointly with Frederik Willem de Klerk for their work in ending apartheid.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Cold War officially ended in 2005.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Cold War officially ended in 1991 with the dissolution of the Soviet Union, not in 2005.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,George Washington had wooden teeth made entirely of oak.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""George Washington did not have wooden teeth; his dentures were made from materials like ivory, gold, lead, and human or animal teeth, but never oak or any type of wood.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Berlin Wall fell in 1989.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall fell on November 9, 1989, marking a pivotal moment in the end of the Cold War and leading to German reunification.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Titanic sank in 1912.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The RMS Titanic sank on April 15, 1912, after hitting an iceberg during its maiden voyage.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Great Molasses Flood occurred in Boston in 1919.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Molasses Flood occurred in Boston's North End on January 15, 1919, when a large storage tank burst, releasing over 2 million gallons of molasses and causing widespread destruction and 21 deaths.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Australia once fought the Great Emu War in 1932.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""In 1932, Australia deployed military forces to combat a large population of emus in Western Australia that were damaging farmland, an event popularly known as the 'Great Emu War'.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Nintendo was founded in 1889.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Nintendo was founded in 1889 by Fusajiro Yamauchi as a playing card company in Kyoto, Japan.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Wright brothers achieved powered flight in 1903.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Wright brothers, Orville and Wilbur Wright, successfully completed the first controlled, sustained, and powered flight on December 17, 1903, in Kitty Hawk, North Carolina.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The first email was sent in 1971.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first email was sent in 1971 by Ray Tomlinson, who transmitted a message between two computers on the ARPANET using the @ symbol to separate the user name from the host name.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Magna Carta was signed in 1215.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Magna Carta was indeed signed by King John of England in June 1215 at Runnymede, under pressure from rebellious barons.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Soviet Union dissolved in 1991.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Soviet Union officially dissolved on December 26, 1991, following the resignation of Mikhail Gorbachev and the adoption of the Alma-Ata Protocol by 11 republics.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The first iPhone was released in 2007.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first iPhone was officially announced by Steve Jobs on January 9, 2007, and released on June 29, 2007.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The French Revolution began in 1789.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The French Revolution is widely recognized by historians as beginning in 1789, marked by events such as the convening of the Estates-General in May and the Storming of the Bastille in July.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Internet became publicly accessible in the early 1990s.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Internet became publicly accessible in the early 1990s, particularly after the development of the World Wide Web by Tim Berners-Lee in 1991 and the release of the first web browser to the public in 1993.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Panama Canal opened in 1914.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Panama Canal officially opened on August 15, 1914, with the passage of the SS Ancon.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Declaration of Independence was signed in 1776.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Declaration of Independence was adopted by the Continental Congress on July 4, 1776, and most delegates signed it on August 2, 1776.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Hubble Space Telescope launched in 1990.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Hubble Space Telescope was launched on April 24, 1990, aboard the Space Shuttle Discovery.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The first modern Olympic Games were held in 1896.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first modern Olympic Games were held in Athens, Greece, in 1896, reviving the ancient Olympic tradition after a hiatus of over 1,500 years.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The Great Fire of London occurred in 1666.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Fire of London began in September 1666 and destroyed much of the city, a well-documented historical event.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The first human in space was Yuri Gagarin in 1961.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Yuri Gagarin, a Soviet cosmonaut, became the first human in space on April 12, 1961, aboard Vostok 1.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The European Union was established in 1993.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The European Union was officially established on November 1, 1993, with the entry into force of the Maastricht Treaty.""}"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,The first programmable computer was developed in the 1940s.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first programmable computer, the ENIAC, was developed in the 1940s and completed in 1945.""}"
openai/gpt-oss-120b,gpt-oss-120b,Marie Curie won a Nobel Prize in Mathematics.,fake,false,high,correct_rejection,"{""verdict"":""false"",""confidence"":""high"",""explanation"":""Marie Curie received Nobel Prizes in Physics (1903) and Chemistry (1911); there is no Nobel Prize in Mathematics, and she never won such an award.""}"
openai/gpt-oss-120b,gpt-oss-120b,The Great Wall of China was completed in 1921.,fake,false,high,correct_rejection,"{""verdict"":""false"",""confidence"":""high"",""explanation"":""The Great Wall was built over centuries, with major construction ending during the Ming dynasty (16th–17th centuries). No significant building or completion occurred in 1921.""}"
openai/gpt-oss-120b,gpt-oss-120b,Abraham Lincoln served three full presidential terms.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Lincoln was elected twice, serving one full term (1861-1865) and only about a month of his second term before his assassination in April 1865; he never served three terms.""}"
openai/gpt-oss-120b,gpt-oss-120b,The Titanic successfully completed its maiden voyage.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The RMS Titanic struck an iceberg and sank on April 14–15, 1912, before finishing its maiden voyage from Southampton to New York.""}"
openai/gpt-oss-120b,gpt-oss-120b,World War I ended in 1925.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""World War I ended with the armistice on November 11, 1918, and the Treaty of Versailles was signed in 1919; it did not continue until 1925.""}"
openai/gpt-oss-120b,gpt-oss-120b,Julius Caesar invented the leap year calendar in 10 AD.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Julius Caesar reformed the Roman calendar in 45 BC, creating the Julian calendar with a leap year every four years; he was dead long before 10 AD, so the claim is historically inaccurate.""}"
openai/gpt-oss-120b,gpt-oss-120b,The Berlin Wall was built in 1945.,fake,false,high,correct_rejection,"{""verdict"":""false"",""confidence"":""high"",""explanation"":""The Berlin Wall was erected in 1961, not in 1945; it was built by East Germany to prevent emigration to West Berlin.""}"
openai/gpt-oss-120b,gpt-oss-120b,Albert Einstein failed mathematics in university.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Historical records show Einstein excelled in mathematics at the Swiss Federal Polytechnic (ETH Zurich), earning top marks in his math courses. While he initially failed the entrance exam to the school, he did not fail mathematics during his university studies.""}"
openai/gpt-oss-120b,gpt-oss-120b,Cleopatra was born in Rome.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Historical records indicate Cleopatra VII was born in Alexandria, Egypt, around 69 BC; she was not born in Rome.""}"
openai/gpt-oss-120b,gpt-oss-120b,The United Nations was founded in 1910.,fake,false,high,correct_rejection,"{""verdict"":""false"",""confidence"":""high"",""explanation"":""The United Nations was established in 1945 after World War II, not in 1910.""}"
openai/gpt-oss-120b,gpt-oss-120b,The Statue of Liberty was a gift from Germany.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Statue of Liberty was a gift from France, not Germany; it was designed by French sculptor Frédéric Auguste Bartholdi and dedicated in 1886.""}"
openai/gpt-oss-120b,gpt-oss-120b,The printing press was invented in the 1800s.,fake,false,high,correct_rejection,"{""verdict"":""false"",""confidence"":""high"",""explanation"":""The movable-type printing press was developed by Johannes Gutenberg in the mid-15th century (around 1440s), not in the 1800s.""}"
openai/gpt-oss-120b,gpt-oss-120b,The Roman Empire fell in 1492.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Western Roman Empire collapsed in 476 AD and the Eastern (Byzantine) Empire fell in 1453; 1492 marks Columbus's voyage, not the fall of any Roman Empire.""}"
openai/gpt-oss-120b,gpt-oss-120b,Isaac Newton discovered electricity.,fake,false,high,correct_rejection,"{""verdict"":""false"",""confidence"":""high"",""explanation"":""Isaac Newton made groundbreaking contributions to physics, mathematics, and optics, but he did not discover electricity; static electricity was observed by ancient Greeks and later studied by scientists such as William Gilbert, Benjamin Franklin, and others.""}"
openai/gpt-oss-120b,gpt-oss-120b,The first moon landing happened in 1965.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The first manned moon landing occurred on July 20, 1969 (Apollo 11). No successful soft landings occurred in 1965; the earliest successful soft landing was Luna 9 in 1966.""}"
openai/gpt-oss-120b,gpt-oss-120b,The American Civil War started in 1890.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The American Civil War began in 1861, not 1890, and ended in 1865.""}"
